state_date,state_step,factor_1,factor_2,prediction_date,target_quarter,stage,cutoff_month,fallback_used
,230,0.06763296784878418,0.6240931085590048,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,231,0.048813858042390065,-0.16440362948817222,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,232,0.04703444914575559,-0.16879474200610808,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,233,0.045318006226326125,-0.1617816367251823,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,234,0.021553300336562248,-1.1534742488029737,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,235,0.020769404342843373,-1.0892405031964567,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,236,0.02001145094118314,-1.01448299224427,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,237,0.03846398110874169,-0.07079874149133236,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,238,0.037058011274443074,-0.046569095202048674,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,239,0.03570566103289877,-0.036526258612946755,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,240,0.021705831528655305,-0.606880950272888,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,241,0.02091524056208701,-0.5730453945265056,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,242,0.02015197083934055,-0.5337022257896422,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,243,0.08526643102255026,2.489521577064004,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,244,0.08214689972860699,2.367603424909592,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,245,0.07914914423911415,2.2107500076308364,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,246,0.08162591660540468,2.2937109937702584,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,247,0.07864649035365422,2.1275091403476307,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,248,0.07577643907535483,1.9685087139800856,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,249,0.05873324723246668,1.1727046401379297,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,250,0.05659160049427723,1.0690793491268493,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,251,0.054526388714277035,0.982772726164442,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,252,0.07775442650620139,2.049072208696306,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,253,0.07491390284962932,1.9186223966685128,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,254,0.07218007728411294,1.7814266695772372,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,255,0.08534414639443574,2.364834891154639,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,256,0.08222777961321112,2.2022695410989366,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,257,0.07922704228631619,2.040702081337081,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,258,0.056378729277082415,0.9831209671100852,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,259,0.054323687071392464,0.8884266236855805,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,260,0.05234123505530653,0.8139697789383209,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,261,0.07484154247056762,1.8558664407491718,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,262,0.07210741580001298,1.739056999832116,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,263,0.06947600716878971,1.6151577333153888,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,264,0.07178971741971792,1.7149182574414092,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,265,0.06916930647402043,1.5904507160976644,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,266,0.06664510673713164,1.4715172101156928,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,267,0.06327332258820155,1.3176911317039766,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,268,0.06096439532693665,1.2167136850359874,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,269,0.05873961476096091,1.1238929946579554,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,270,0.06374075575531653,1.362071823234079,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,271,0.06141380118454712,1.265789626793564,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,272,0.0591726252947948,1.1720194049025623,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,273,0.0926681364647529,2.6994769286619857,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,274,0.08928211397714389,2.5312126596567386,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,275,0.08602395410770222,2.351434834221074,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,276,0.06542875408361798,1.3859072971212427,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,277,0.06304314852701537,1.2639616348937663,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,278,0.060742497813378656,1.1621036789140793,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,279,0.0878957023138412,2.4026631027956245,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,280,0.08468459425544086,2.2495123715604204,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,281,0.08159420834753696,2.08859078343919,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,282,0.1373647983967156,4.5954733985863605,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,283,0.13234488739289735,4.3077183259197955,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,284,0.12751524724037952,4.001320296724074,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,285,0.1340197968393187,4.209891253882854,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,286,0.12912766080097288,3.9036524773667507,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,287,0.12441539844169307,3.6115019430769926,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,288,0.06100118881396766,0.6704453898177309,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,289,0.05878212435533477,0.5592186485544994,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,290,0.05663694658217905,0.49590034205276085,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,291,0.05755094821116966,0.586087925741796,2025-04-01,2025-Q2,Early,2025-04-30,full_ar1
,0,-1.1311244363324207,-1.3358865863002767,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,1,-0.46806836852029066,-0.5333744038808781,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,2,0.4384116259660869,-1.8613404850309956,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,3,-0.38750761724942046,-2.144746943081346,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,4,0.7272199619356058,-1.741214750300962,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,5,1.204851048387406,-2.5455811059723192,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,6,1.116814564202428,-0.5101817211373263,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,7,2.1375515075517133,-0.18857369272645763,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,8,0.8938671259043233,-1.2315139202423617,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,9,0.07508051626583129,-1.6042918556734787,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,10,0.5853820250036327,0.9672187930065068,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,11,1.3194262732605957,1.8788673132888825,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,12,0.12875523151156976,1.733423446147972,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,13,0.21974367868119998,1.948188209127152,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,14,-0.6456845462147112,0.7016370663224729,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,15,0.07268673973302048,0.44043981933674337,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,16,0.5549729343485863,-0.4870028868956903,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,17,0.11305965809375053,0.16167126947523264,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,18,-2.0755904966020555,-0.626428194565662,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,19,-2.967546766320483,0.4190185855282449,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,20,-3.3325724955742158,1.8616495529318344,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,21,-3.196748049557802,0.2762262299113944,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,22,-2.989442324122357,0.19602697765152005,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,23,-3.1817135843158453,0.6392017743683753,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,24,-2.5726565859712816,0.6621817280177033,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,25,-3.1476759018241203,-0.2570779127913194,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,26,-1.5201951186115086,-1.1165659916945854,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,27,-2.783294647183162,-0.4546801000105869,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,28,-2.461896824212179,-0.4910300094742077,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,29,-1.277935232185313,6.46530057292321,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,30,-2.4210393218479735,13.375779590749602,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,31,-1.7473608474747229,11.821258931834745,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,32,-2.7211338246851473,10.418239962110732,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,33,-1.9447985255934053,11.071686665914115,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,34,-2.160907277809754,10.975566807770344,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,35,-1.039717915716683,8.897301532049163,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,36,-0.19498996608020192,9.641320332341337,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,37,0.9005328933524186,9.557437345391646,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,38,3.038498762283919,7.912885531794475,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,39,2.9675660998442464,7.489577811949697,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,40,3.5180757260123046,5.923498620258212,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,41,1.0762031414554436,2.4534057807455087,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,42,-0.20183597083413352,-6.113692356029153,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,43,-1.495551203847373,-2.3030266351513564,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,44,-0.9777353411278807,-0.4033947153235482,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,45,-1.6047277089461058,0.21453385760273957,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,46,-0.6494072957199972,1.8935291374251344,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,47,-0.6503009474696381,1.7993857724060704,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,48,-1.9686869452487326,1.1635124841254512,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,49,-2.061912680552261,-2.166654492332369,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,50,-1.208413144485703,-1.2178611357886453,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,51,-2.2998335958090808,-3.317104464221201,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,52,-1.9390007390526258,-0.7470356187552849,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,53,-0.8733154287901191,-0.34544171692726044,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,54,-1.5501470052964983,-1.361076352776871,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,55,-2.384764704691099,-2.5849556437746264,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,56,-5.65899625089149,-5.487651035008589,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,57,-5.045798610993132,-6.045200858319597,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,58,-5.766854380758945,-4.9705150830818265,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,59,-5.380796071527734,-3.9368986135435713,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,60,-5.3536465676113325,-5.07082998141206,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,61,-4.452953690163107,-3.1319112537852316,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,62,-3.615379470598244,-3.0337795331897,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,63,-3.5165338802170325,-2.195903929554223,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,64,-4.47892291877279,-1.4839258741665784,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,65,-4.161372379139254,-2.569699357041375,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,66,-2.4967480720253117,-2.4484171813310334,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,67,-2.275870288461614,-2.751117989838712,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,68,0.8401239042255385,-0.011803236818343554,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,69,1.8929398326396658,0.13245810218052131,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,70,3.198399373638271,-2.596139637730309,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,71,3.760440729428311,-1.1818048145940734,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,72,5.814757407815655,-2.0760095664816265,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,73,5.144278512477809,-5.709132848767987,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,74,6.13575888754847,-5.34923852506058,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,75,4.689680325468934,-4.665420435687542,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,76,3.2930129468644034,-6.830919549645225,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,77,3.113662743767659,-6.223291088664975,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,78,3.006518268357577,-4.7304566286093,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,79,3.4425399268694807,-2.0834600960061276,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,80,4.695166319155424,-2.2694068683483377,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,81,4.617321773192664,-2.1113213645408946,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,82,5.202967913430137,-2.4757440694472606,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,83,4.9222160035678995,-2.484164898569603,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,84,4.5435704720208,-1.601031424846352,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,85,6.5321320853225595,-0.18217987252507592,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,86,6.014128276119349,-1.0816121670787435,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,87,7.164722481792803,-1.8752683182507661,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,88,9.137876280037718,-0.3939072602695427,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,89,9.149205384984954,-1.1636798674415232,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,90,9.6348160205604,-2.0415848925890794,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,91,8.887449886587977,-4.007983303570765,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,92,9.591077931978981,-4.135962290046221,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,93,9.335618087516362,-3.7472439216177307,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,94,8.955799788535943,-3.337900425718571,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,95,8.5402199192714,-2.960222670536847,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,96,7.827276971524799,-4.671601744605432,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,97,7.4234990928013485,-4.188350126645938,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,98,7.04521839430916,-3.7207312150038345,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,99,7.1275592533818655,-1.103204622161373,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,100,6.779224378884729,-0.9355773269404467,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,101,6.441527325346663,-0.8187770061103355,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,102,4.884183005511801,-6.429866511205776,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,103,4.606458338970814,-5.80288152501161,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,104,4.361399450534647,-5.163806275964013,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,105,5.047925305733198,-0.5909375992140942,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,106,4.813302945464574,-0.44762427235468616,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,107,4.578361488666898,-0.3786861046432962,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,108,3.8652789739275537,-2.38033996088025,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,109,3.6599229311635746,-2.1463813970051664,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,110,3.471034414581164,-1.9095752996692832,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,111,3.101881309648657,-2.4851328986555155,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,112,2.9401520534405976,-2.216326964924712,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,113,2.789642636274958,-1.9661725453112675,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,114,2.0172286292318393,-4.2963449936460085,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,115,1.9007123195052975,-3.8539697357537213,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,116,1.7988659412643657,-3.424158424841646,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,117,0.8350191732807865,-6.518040471500261,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,118,0.7723695091159347,-5.8396728764009245,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,119,0.7251675453642104,-5.186739125103969,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,120,1.228998427438023,-2.439806748682748,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,121,1.1777271278453338,-2.119378929567815,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,122,1.122573520742968,-1.867056174406423,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,123,0.027303136134837036,-5.751673003430002,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,124,0.0035934587220109795,-5.171957849689711,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,125,-0.0055265834060335165,-4.598043361723823,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,126,-0.00709599661560982,-4.0689200255462525,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,127,-0.008131711711071387,-3.603749541632231,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,128,-0.008279083647303686,-3.191187200151499,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,129,-0.34197847266143083,-4.131962784057289,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,130,-0.3321350397622653,-3.6840693769473654,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,131,-0.318335265582374,-3.2680304662056487,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,132,0.248536995456481,-0.7405005870746151,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,133,0.24761256982858,-0.6141683112924582,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,134,0.23976233989740223,-0.534123565385437,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,135,-0.25101313065937614,-2.34334955438393,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,136,-0.2481114775651715,-2.110785316592553,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,137,-0.23949466366309424,-1.8773922772829592,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,138,-0.6375241423513476,-3.2546687326420987,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,139,-0.6148915204987455,-2.913228916152801,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,140,-0.5876678118016065,-2.5868753720836777,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,141,-0.3475123458308791,-1.467691979722424,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,142,-0.32594426593306447,-1.2839691241742937,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,143,-0.30787585163056885,-1.1332574092380387,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,144,-0.3075239836445922,-1.0641728307891698,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,145,-0.2920827590917113,-0.9432811065699799,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,146,-0.2773684349132181,-0.8354722174657292,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,147,-1.1554279815291477,-4.205880724193655,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,148,-1.1165599864803066,-3.7914815467667955,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,149,-1.0679728719462436,-3.372942560670284,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,150,-1.015685141626547,-2.9845449722822868,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,151,-0.965612048433797,-2.6434474849753395,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,152,-0.9173376925919107,-2.3408462087505244,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,153,-1.7765859534111899,-5.5887707645868785,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,154,-1.7067042528429397,-5.016946603844223,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,155,-1.6284575390246232,-4.458271348442375,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,156,-1.3243184894726994,-3.077390777125209,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,157,-1.2538046277219443,-2.708806873456843,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,158,-1.1890336099176264,-2.394782529496653,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,159,-2.297102344458927,-6.656992874575719,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,160,-2.2063630769130747,-5.9824419083244,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,161,-2.105057085385256,-5.317765374051178,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,162,-1.4143849029131612,-2.4291632705392545,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,163,-1.33174686968175,-2.107681440144094,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,164,-1.2600074180134235,-1.8561674606817298,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,165,-1.2909696474888543,-2.0153697368712513,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,166,-1.227161275792902,-1.7912492805626101,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,167,-1.1657456667109587,-1.587651833510952,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,168,-1.4659582706303165,-2.799171048831907,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,169,-1.3998455908336809,-2.505702573124964,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,170,-1.3323244915033285,-2.2250450524845706,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,171,-1.1776244676806902,-1.6274174338340053,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,172,-1.1167301937987082,-1.4346750770586572,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,173,-1.0597665101324791,-1.2688686067969401,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,174,-1.9555246357681948,-4.808734469490725,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,175,-1.8773904139597828,-4.329458864927756,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,176,-1.790838016756058,-3.850275881249835,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,177,-1.8681742387682612,-4.051552154342669,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,178,-1.7787440725695502,-3.6008063353011925,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,179,-1.6908859650812205,-3.1914862197828464,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,180,-1.6932446431496546,-3.164191125198012,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,181,-1.6099503826674888,-2.8084962167718324,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,182,-1.5295361943509966,-2.488387331371867,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,183,-1.23901104877684,-1.3745079990794542,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,184,-1.1719261945483885,-1.2010527857217632,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,185,-1.1109380910117457,-1.0597434328298383,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,186,-2.013307080678193,-4.660502055645262,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,187,-1.932267299895247,-4.198809232127142,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,188,-1.8429486683052836,-3.73473184800632,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,189,0.9699716246557013,7.258742113599721,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,190,0.9790530645318778,6.63172754509121,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,191,0.9528542096499326,5.919889950253937,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,192,1.1293988249843059,6.08887996039655,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,193,1.0807867048789588,5.410313015557566,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,194,1.0295795762709459,4.795027299172885,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,195,3.304023684223895,13.271360904725054,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,196,3.18842179211867,11.926818408596672,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,197,3.047924974401718,10.601749887379837,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,198,3.824258478787014,12.975785346163779,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,199,3.6545349839195636,11.5613150974535,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,200,3.479352319153426,10.253865330308924,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,201,2.7079410200924414,6.756605483948163,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,202,2.559622943832549,5.9384357731724595,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,203,2.4257348790914115,5.247913282812133,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,204,0.8818311323294108,-0.8653881003587616,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,205,0.8056011483239658,-0.8738569142875037,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,206,0.7522313699472809,-0.7989014747688014,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,207,0.5245845923154351,-1.4296953694518977,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
,208,0.49203584483423,-1.2812284907417508,2025-07-01,2025-Q3,Early,2025-07-31,full_ar1
